Process_1_Param_1,Process_1_Param_2,Process_1_Param_3,Process_1_Param_4,Process_1_Param_5,Process_1_Param_6,Process_1_Param_7,Process_1_Param_8,Process_1_Param_9,Process_1_Param_10,Process_2_Param_1,Process_2_Param_2,Process_2_Param_3,Process_2_Param_4,Process_2_Param_5,Process_2_Param_6,Process_2_Param_7,Process_2_Param_8,Process_2_Param_9,Process_2_Param_10,Process_3_Param_1,Process_3_Param_2,Process_3_Param_3,Process_3_Param_4,Process_3_Param_5,Process_3_Param_6,Process_3_Param_7,Process_3_Param_8,Process_3_Param_9,Process_3_Param_10,Process_4_Param_1,Process_4_Param_2,Process_4_Param_3,Process_4_Param_4,Process_4_Param_5,Process_4_Param_6,Process_4_Param_7,Process_4_Param_8,Process_4_Param_9,Process_4_Param_10,Process_5_Param_1,Process_5_Param_2,Process_5_Param_3,Process_5_Param_4,Process_5_Param_5,Process_5_Param_6,Process_5_Param_7,Process_5_Param_8,Process_5_Param_9,Process_5_Param_10,Machine_Routing,yield_score
45.365823071875376,63.173940656343255,33.924401356310256,49.06363811260829,50.22630852676869,65.98321807641034,49.41279572895371,52.91378984815946,47.11937201648721,53.41753920713539,59.219363780076165,52.066776285391164,43.88484197961645,60.784261944729465,44.77965710158244,46.69947264755999,65.15396749263593,45.782231356123695,59.01143630529225,34.94428658980316,58.02949926519495,52.24590633249992,41.99159083837211,49.148239077289986,47.59267838255924,44.34868628207594,60.04831257010936,47.369436621104484,37.353139649097116,41.081409296185825,47.30704774131706,35.19542888480004,37.423704766222585,47.98508100086627,52.17476514116438,58.614158411012006,38.744182607740896,45.96932216605151,48.03448317896134,46.29255188412822,39.56708794338462,44.91304533202503,48.99396771574717,60.476695150689885,52.13349276011397,60.96158062881656,34.24999904808011,43.73611425284273,58.149790239852294,33.66961286591484,Machine_A,88.06813980029403
45.34270246429743,51.975996046923996,42.37275221433786,63.2579664754219,35.944369461437134,57.33547813505866,54.46536506940711,50.321850870368394,54.31022958010893,37.01674060331097,58.51409936762654,48.70702542964492,57.87543324326865,40.022422173406454,69.19281300144459,65.54962727725766,57.64292581420433,48.65355908175205,66.23861412322142,47.3783607987486,54.480982133510246,48.27475626673254,65.64581241057414,41.367872405389186,53.29969924990186,62.87181046706091,52.44609171810477,45.12221968491458,39.962892302754234,57.262101547619814,32.77256675345728,24.728343959834067,41.59420251919772,65.95934783421177,49.2097771879328,49.89080037949016,44.643686512317366,51.892837415754386,44.751503481508074,63.015334610822734,70.23879617485511,39.78382045493845,56.181701014709546,44.178007452312144,42.49698688954282,37.02243713155184,55.242855988457706,43.48060574035222,63.22762830333504,60.642732840174396,Machine_B,76.67561431080097
52.41962271566034,70.75260872625265,42.30857650212702,37.1283643141575,40.15006874182985,50.08783654898148,51.99610418402783,58.728170831783345,48.86437435209549,24.791529934272653,36.84202591781859,48.66372270273229,43.53471520523485,37.48077739526548,37.566377393201094,59.248262123767375,37.587007272590434,49.83335866702056,66.53635216029858,46.649621079816484,44.13772305719001,40.58382234416298,40.75444780530684,57.345292184244876,52.521921506980924,57.2603879311036,62.86300885521955,58.411309417668086,48.56213243577831,53.75288008027861,38.4726584886036,61.57979973636877,27.195840268422998,35.78916622900433,57.89705240818797,52.97216692887307,50.98921337877594,60.030059427628075,50.80025973539655,42.53177010595273,52.32034678503912,40.904860074475366,61.20580095192963,34.14375860318922,62.406243185909446,51.78854723632919,55.871481425364095,48.07617449179961,40.6163455230201,67.06535704124215,Machine_A,89.50824895681781
30.86719755342202,43.10812181910432,40.600968988911355,36.02881814887009,51.98680009547407,47.623166830390154,60.941795475214754,57.32080951433022,49.44147817347189,51.4880876167959,45.340490219279495,42.23305947027856,58.467711090082446,69.26345405721133,39.465309659267234,61.47520616632242,44.27524976188409,46.49047257861912,44.65249195409085,38.66924826907843,39.5364996431258,55.05934305820752,59.34328746725998,66.55042221468732,41.415083997545395,39.230768813156544,50.56871950285764,48.49513683849894,28.28905970557485,46.87153404394024,45.97060150860727,41.636979213479684,66.50102213808546,68.85891280428639,45.541401650744106,42.980507899186925,50.482562569743195,44.78839309764101,41.698416844114305,44.74712363646533,50.03551273270365,36.493942566455466,36.058523076899135,45.59304417354308,37.90342538991571,53.48407217928649,44.7276116991619,49.6252054618624,62.86665001190819,62.838868623433726,Machine_C,93.415823050268
32.75082167486967,67.3596380316525,58.294748419317486,44.16400673653995,49.20932658135444,50.76609070451659,54.79003143392759,46.9093376326174,46.2261348253779,47.86073533648835,58.22988592003321,59.41619013551491,50.18999082259871,43.42041872334489,46.58768778976579,58.19973642346786,62.56221344441359,52.35865065749571,48.115131402411706,35.13837725393384,55.22971573896945,60.31018217042444,45.218133027663,41.52328050784965,53.150909432157036,54.37498296408455,50.01747460274184,43.011069041701624,50.190451602094235,46.396984812399786,19.067743250548375,58.64622425386499,35.37085113021921,50.997198461175465,55.580647685685015,46.55384714184551,62.40280276928349,67.23093446463214,45.23142298998666,48.48551201187799,45.736165929504295,42.96936197487011,66.0640379360396,51.88055712212358,40.42294227215955,78.3641201110137,60.304089642045284,46.78755979073159,50.9407453213116,54.38444887019347,Machine_C,85.92187321657975
44.37712470759027,51.979107834626475,48.06173861227197,60.38378851019317,44.20875890364253,44.88236442057696,41.38690420302892,54.04823408808268,63.448540311806944,40.230542606181174,50.415418405638945,50.765180622437114,44.7874519314387,36.8908799292784,49.36250078320822,59.46243671615314,51.418780426284954,61.51515145933001,45.88720075669462,54.92719346567025,49.28485990727018,58.745876458098074,49.96824143232869,36.02944976853027,62.37710696149668,46.0941768735143,56.35228478791204,46.15430233025676,61.85743514029984,40.85093395059437,56.40644320009854,50.461623717780206,46.35998765452105,48.19873610023496,45.077292059763344,56.420421233619564,62.951133058467754,37.01177621266258,47.10933934959138,58.47300480574233,39.692973491433655,65.93565011358714,52.929454889806706,55.92407994059225,51.68022847627387,46.821412612308166,44.51659887914988,55.39667877963111,56.90187775306532,65.39459635466575,Machine_A,90.86993528035349
39.87168879665576,43.48581996385552,47.35485158689389,34.806539245231576,45.19166210488021,28.952504942809853,71.78562173991662,49.64903533215406,42.67073961891465,32.99372750348622,39.26307153802536,48.25556065714718,56.18407215744135,32.5794605822817,59.2308729245013,43.11917873419682,38.511598803841366,38.57518101881577,43.284893946989236,53.24504322370813,36.60729684514699,47.41199136391083,52.94592620943372,50.20003219827464,46.658667611566386,43.17615414528434,65.76357546290923,57.6920464888916,35.613629837642506,57.25096855115342,36.2732090028893,38.36010535872522,32.08261407538754,59.53378338801677,38.70387638191264,48.68501765261626,50.056655844155095,51.64143664547321,51.82096222330757,49.64921929279993,48.05582357693616,56.909073425043566,38.729712759812074,44.792536948259546,24.921004992943274,42.88731950908756,43.888439784873,48.976793833184594,56.74380908454317,53.57451275334108,Machine_C,92.06663199534464
53.142473325952736,45.16114165945678,29.961376355932465,21.67844401889431,56.961679971592886,70.42177910534731,51.943334633382335,41.46067091539944,42.59767747451291,42.65256786527291,54.58317939125442,42.52570746750796,42.72546075276882,60.75103453808939,54.507704171862656,48.01397844646516,41.810475550262794,54.885201384740085,31.585052906635415,38.32603019932388,34.83141583491681,53.61252283363536,28.990187895004013,49.71344338964736,51.525692487409344,35.14260534277493,65.12048615289308,33.8944679875396,51.27106964975087,46.39892182745625,56.86838133265138,56.07282419674196,41.64332191619228,29.32733930941632,44.56980864754067,38.950259843028306,47.72303423639126,47.60836966290795,58.48847281837563,50.37682348682898,59.74422739165711,62.773463422452195,45.96302166544442,29.645115442626917,65.42959334173499,53.50933609350647,37.99644760474514,43.92824725048601,54.59054994467423,36.80383251824623,Machine_B,69.5618062247609
40.91975924478789,46.7965269180568,56.35418030209226,45.488411415910015,44.82307427130785,51.553249991994015,48.52659773378494,62.9046074137635,71.20993565845109,48.05508515135224,42.851927410085295,36.68086889608914,56.38184040728213,46.586954853399405,45.83684742655972,40.10084686976451,57.03493522711172,51.72158669606441,49.85252281983158,42.54121493563811,40.412962708564166,66.7165943664861,35.37282664572701,61.709327861203604,52.06708916010856,59.71918693820244,55.928475982599956,46.445910944195276,44.18229295004687,42.3015409642633,55.9891600447091,45.89829809768922,67.5182178102421,63.80319574579751,33.817328109497026,51.1157405505228,55.16746432287599,63.47090893139979,58.536630070653786,46.08408782952909,49.84322040619001,40.49849262929232,31.226142321150803,37.235915772287655,50.14692239452758,40.75237413030545,49.915565514575384,46.039717809334114,39.117758947490316,44.78105460622876,Machine_B,71.05626217865796
35.87696298664709,54.241659464019165,37.60741605146528,55.5174079991092,49.119087559709264,53.981472651225374,59.63925423055571,50.551992425300895,59.77847564654331,56.6587782370639,67.94524848392211,63.07964192549343,52.12726121191785,47.462902649336016,48.66684193481894,47.89511969462966,59.944102812176304,51.53763829544706,37.14434406288889,61.612222731541635,68.2096722526623,60.708822921714685,50.863330187871625,37.70805047621468,47.15335449564729,36.36136850332861,55.166118585768,60.70582669675764,66.39945948753918,37.14444832808145,44.56306956887616,39.226596636934886,52.97476735265348,68.57725828948381,67.8821563998298,53.85675016838401,60.632013200515104,35.26352819218058,52.37483991802165,52.680919866411024,56.10284085893048,30.522692317090268,33.78241596464872,53.59920933492661,65.39483242626576,54.095768893142115,40.41342256581513,62.176231750834376,59.550806220827916,47.44375891983912,Machine_A,88.13881770781836
64.65648768921554,55.228354880355,50.599326302663286,62.00261749738829,71.69936588080543,49.42092250123091,52.49450945930072,70.48708257698851,26.148863013069636,51.8863108156798,65.44841462418259,55.54638708131807,44.03675310908079,48.4079828841336,46.809370802153,56.84104990934741,50.178553014821745,58.71844569874091,49.65828118465673,41.223034864834396,72.13277918011303,42.1583725780668,42.7569243621612,44.62044824975902,56.76901237694358,49.48036821990126,56.96042411096486,48.317832278967416,44.30208137866949,53.92154357908836,60.00548325701538,39.48703627803248,42.763690036894204,60.87972867459099,51.424997477860025,63.728885256720304,55.52436809977548,54.256347581359236,54.30253016605599,49.292695059059454,67.65707148506563,53.16381998979258,67.21425022023946,69.90674689121444,68.04033599559732,49.46511545395516,42.08353757118161,53.17165844483375,53.5167851210147,49.36049626168569,Machine_B,70.93923201988306
47.74223699513465,44.26299996061421,52.773769379581914,45.36838637914601,35.76317363116077,42.64883199275412,53.99228192939327,33.745077298001675,44.34741260789596,66.0806724717273,56.040974263555675,33.76082157430033,55.28634815334559,60.12942884669781,40.8534626467427,51.34583284812247,74.75313800936102,50.492974252171585,71.15770809562984,51.707989039338024,52.0498914730891,24.539949353785303,59.96581295274622,28.52296760733147,43.199343687450124,40.536887542751316,59.85620913336597,52.72816732277841,65.18993087748584,44.914170210870026,57.431973449249334,32.671612458282716,49.65826520344537,28.97714631089283,42.04593109669537,61.525532686594715,45.684541966092915,47.55768368105289,53.11866915845475,42.15697616085281,44.19521819553807,68.53597894183562,43.006990563605214,49.78053587959203,48.451686586032956,42.46182345581666,49.34625791909864,33.23723108424342,35.26914563894243,49.0577024368296,Machine_C,89.73324478577533
50.67528204687924,49.756454077390174,63.60658595838651,45.885733928839976,31.481572684253415,48.140755190512294,74.92183998600687,44.432212271566335,31.880106624379458,39.64395943954606,63.61006704769774,57.63142300709657,55.465897256886386,48.204701660240794,41.12037063398378,63.114808189602954,58.24152363455639,54.80229261905703,44.906549036692915,48.10221700432019,51.48942796241288,52.96772507084235,33.93879119131876,63.74983636211823,63.326455186959336,57.758439470699244,62.98731939413242,60.86768964537195,44.025449291887725,29.873246860109287,46.9103852916536,54.03024882182738,44.39440943313389,57.64167797800482,46.223558377179394,49.35364453646132,43.87746138292677,65.2914094968599,46.85357824136454,51.272914825483795,53.02874900658442,45.1466427466457,55.36892384308793,63.12877294300289,63.48751054150483,54.94383933821242,49.7649261803753,65.10624419336162,45.16319419463995,46.617496785767784,Machine_C,92.05303655959489
35.75251813786544,71.42270358611864,36.91179600880888,61.53900734255747,57.83589664798607,34.006052378056886,47.248785717449536,50.326388366908716,40.49309306584745,58.81058892057433,50.64791350123381,59.224811702331095,61.57519605809958,73.44053778832625,60.278838914334095,38.585842077727804,47.565189303671,57.15864629571147,51.94774005628067,55.063634710620626,46.63679628170479,57.985681267484324,55.65255056257987,52.50544628323364,56.262055616322456,46.65648173686049,47.634159159961506,58.9232965339717,57.7117580533413,37.967312103559536,45.782403848083014,40.64599255554808,49.07579420172413,66.45998558018684,25.495360167599305,44.526648353357544,38.89396281534275,41.714413187774184,59.00583002617879,51.508087686250214,60.04393560935678,51.018163552823324,48.888088927260355,39.43044833030678,39.398885728097525,51.08321369354089,62.55933631783566,54.3350860971092,37.8691833747591,52.188435239619,Machine_A,88.40008757783525
44.556172754748175,67.27543170100711,19.804878441791747,31.302583003045793,43.21356938705897,72.77086498053305,46.82239105982604,61.37381097628914,18.614853337659603,50.47298743128728,57.654374943750156,51.243761223009294,59.66147012409296,51.337605740542294,31.7183507207286,55.0023835069824,41.842939519006556,44.956347996193934,59.06648385809283,41.43892347343569,40.65514651690498,39.10775508126737,36.237787795956734,45.36567086019203,40.632313993271055,48.65537344479655,63.180612898373916,45.59941226960078,52.51945618362699,47.66403064341017,60.97232785664357,49.65277872295145,57.43868719032961,65.42748787735755,64.34353225071817,47.716986006383095,51.93486847595253,54.15318262494437,40.85518907516237,73.49800648793925,40.670963665334035,34.30464843776758,50.178097269630996,43.52361201257208,54.3329712221373,57.6032043904326,59.3103285201036,56.391307908408095,35.73792716456206,65.04236304133504,Machine_C,92.22251097785178
51.10922589709866,54.36323669674032,51.83849544753695,46.114792248169906,46.8176247225738,37.654880015776044,51.16578512012464,53.99469372602185,48.63010422306058,56.946691241185846,64.77720295302075,65.98110895751759,54.91274020726283,60.61784766958321,66.17358697445054,37.51697198130682,40.25115695360959,52.991834608137985,52.80291291965907,50.90083477540107,63.75179057607244,49.912104778772225,46.47895005855571,36.77728521408824,66.98009684886253,48.992657370699675,53.42995114071306,48.696064477961635,48.61727333485698,47.94462335082832,52.32013839407664,48.182775054876274,46.68902010092961,35.91910752773606,63.365480442142335,44.762664926220765,56.23120098319687,41.61808459562151,29.518545316961546,43.88973920979688,51.78052828065805,50.28206423740152,53.68027139168997,26.597155449418462,45.26610350261579,66.52453373839492,55.50992241367934,59.29071434444059,58.53324244359682,52.14112514469944,Machine_C,86.91186984700525
38.490064225776976,50.380034781682,68.00511181510853,51.90423889925058,42.18843621868886,39.68033716152821,60.715159355810385,53.10472754180751,38.58058180838688,45.63485136734457,52.45498681794313,52.16719642122883,38.72409048791237,58.052398579044066,46.57005774397768,50.941764691736424,53.35421320480369,47.49212392789368,52.92484187942296,51.68722577345877,68.73576393897136,47.36300934126921,39.35622235762036,37.69523941822749,51.681014612615954,53.02570334935783,56.509316224999495,59.04763901729014,42.094714309460244,47.564577496293495,60.446971683681426,40.58443318820329,52.19991473925104,60.16356831603006,51.075419041600966,55.06161225703947,57.34845193129457,51.880621774228494,39.58510613245644,41.606242574311274,68.72324524626362,48.75012214686143,29.159793648206673,53.696474359562984,56.964859017969474,44.98356921161878,48.53450382959074,59.80732111991786,35.206264794381106,56.28716481824824,Machine_C,87.63452698941018
53.75698018345672,51.200313267182615,62.38946352939438,54.49218721285034,47.40199859232487,45.597407956135996,34.93465969809601,38.727362074458526,50.599052567964385,60.716803738905895,47.44812828485716,35.831764720508104,74.48586988174057,49.63552679741962,42.2749139360784,57.40333422556479,45.11222955086593,48.673182202801044,46.3759756631192,52.301808062292196,41.06580914160715,51.04286322232199,69.02429880471198,54.142668997913916,42.77052482764948,50.130047639833094,63.819493215339946,59.39469487283898,53.23095421317893,46.172438884324386,26.11025925647263,34.771002858611794,52.36495497648255,67.95570402779148,53.194622960634064,60.4166512261565,61.51760369754898,46.306351272692275,64.03120815104288,52.790342605936324,46.597496195401845,29.06955643589919,63.185421369916654,41.063752808304415,58.825735070751165,45.884919562531806,45.959840458204226,40.80886408797482,36.788817048838624,28.06078507144845,Machine_A,87.94765796131338
43.99361310081195,56.13517972730416,52.096594152746256,44.901933068091175,65.98538112096341,62.88075724852378,30.344441085234948,38.43058602770529,33.74878741117475,52.952247583452426,32.953780418228845,53.65169001048321,35.9638378892819,44.13029013979536,57.39759290697269,47.85497433175781,66.73743753983425,46.77938603521668,47.68122024938767,50.79073857962613,49.171616215753986,44.55303712880288,36.605078370299644,38.9257495439929,61.04554524991191,49.56726811038884,57.470622500906785,49.11949874685059,45.594647375150885,35.241462772635884,50.98485097019462,75.33710829130129,46.738543527022564,50.29465718646019,37.3232322307434,62.39834359294089,64.80309600661933,46.14770244742575,47.04566861502321,40.071635828288684,60.683465380037894,39.62663639701386,49.01290007385524,55.99101013083077,48.400920987523534,36.54352580408776,49.73407476660723,39.29785212242924,69.78222966338826,51.25977184757778,Machine_A,89.37027048124722
47.083062502067236,39.77207434801595,45.08363814367953,50.344410117058416,58.021284586181196,50.14508999262654,44.12884729379852,53.22504660289905,50.8291185317204,43.2055501508225,49.16866474278506,52.448973017127294,59.49263174282309,53.31963928566554,64.85216584147118,55.51126604086956,64.66311802917859,54.71080404096887,40.39989477812172,53.446093205941104,45.501336992898324,62.90510997627993,48.77940304630977,51.04005423148569,54.94671519448025,44.81598024745222,59.159955631528405,49.46454347707573,43.10233775191862,41.25451475850949,34.22590913030627,49.514674740217515,42.64074010329944,35.4729877721028,38.050301047394825,45.87793547502335,36.25034352322664,30.125646952293522,52.741290061837674,39.26949852126177,48.58863122790228,38.8326986733353,44.95719526819937,44.97683898998328,55.44821339119797,55.21030274597439,44.43717643335479,73.96401189724168,45.52114198350638,60.868348046605085,Machine_B,70.0569512883884
43.98293387770603,47.42623462576655,58.071225966373106,25.116726465870105,58.62223511886977,37.63864203969538,33.66077040940713,36.35894006181641,45.85083721879673,49.87975971086812,58.234231845623114,43.967031512218455,54.31283816886298,55.10098731207273,61.17632441603958,40.40267665167066,56.33066547497227,50.816447090182535,58.46045008889408,71.91770332050811,45.79760925135023,51.47968880632762,32.73163851979848,70.42944861135031,32.28040295765962,34.25270626657907,46.105814667175785,52.676836945338515,64.7272274137572,61.837769864841015,49.74211492513237,68.23382952760298,44.74816643395539,58.28652592724934,33.02703850812268,44.87973600585882,54.04762433431328,54.14584064358097,47.26049983429795,35.631013101241855,67.99587017316989,34.202734828669364,54.68006470663751,70.21813005135027,59.447063028922024,43.5524845253954,42.990697953242986,43.019222508547635,56.57660794363809,62.46850067964217,Machine_C,85.63139124093857
